//변수명,한글명칭,영문명칭,일본명칭,중국명칭,태국명칭,인공지능,힘,체력,민첩,지능,종족,호전성,성별,레벨,비행레벨,크기,등급,파츠,온혈,방어 캐릭수,전투행동반경,최소타격치,최대타격치,공격1(기본),공격2(기본),공격3(특수),가로가중치,세로가중치,사선가중치,찌르기가중치,가슴 비율,머리 비율,팔 비율,다리 비율,공격속도,재공격속도,HP보완,추가방어점,마모도,경도,추가공격속도저하,공격 속성,속성 공격력,피색,이동속도,거주지역,비행유무,높이뛰기,멀리뛰기,조련유무,마법저항,전기저항,불저항,바람저항,물저항,땅저항,제공금액,제공재료,재료양,재료응집도,시체유지시간,아이템생성보정값,경험치,비행경험치,몸상태,추가능력,죽음유무,가상아이템1,가상아이템타입,가상아이템1,가상아이템타입,가상아이템1,가상아이템타입,공격효과음1,공격효과음2,죽는효과음1,죽는효과음2,피해효과음1,피해효과음2,피해효과음3,방관효과음1,방관효과음2,한글설명,영문설명,일어설명,중국설명,태국설명
//dwID,szName,szNameEn,"""""","""""","""""",dwAI,dwStr,dwSta,dwDex,dwInt,dwRace,dwBelligerence,dwGender,dwLevel,dwFilghtLevel,dwSize,dwClass,bIfPart,bWarmBlood,dwDefExtent,dwActionRadius,dwAtkMin,dwAtkMax,dwAtk1,dwAtk2,dwAtk3,dwHorizontalRate,dwVerticalRate,dwDiagonalRate,dwThrustRate,dwChestRate,dwHeadRate,dwArmRate,dwLegRate,dwAttackSpeed,dwReAttackDelay,dwAddHp,dwNaturealArmor,nAbrasion,nHardness,dwAdjAtkDelay,eElementType,wElementAtk,dwBloodColor,fSpeed,dwShelter,bFlying,dwJumpIng,dwAirJump,bTaming,dwResisMagic,fResistElecricity,fResistFire,fResistWind,fResistWater,fResistEarth,dwCash,dwSourceMaterial,dwMaterialAmount,dwCohesion,dwHoldingTime,dwCorrectionValue,dwExpValue,nFxpValue,nBodyState,dwAddAbility,bKillable,dwVirtItem1,dwVirtType1,dwVirtItem2,dwVirtType2,dwVirtItem3,dwVirtType3,dwSndAtk1,dwSndAtk2,dwSndDie1,dwSndDie2,dwSndDmg1,dwSndDmg2,dwSndDmg3,dwSndIdle1,dwSndIdle2,szComment,"""""","""""","""""",""""""
MI_LAWOLF2,"""라울프""","""Lawolf""","""ラ?ウルフ""","""""","""""",AII_MONSTER,15,20,39,39,=,BELLI_MELEE2X,=,13,=,=,RANK_NORMAL,0,=,=,=,121,126,II_WEA_MOB_LAWOLF2_ATK1    ,II_WEA_MOB_LAWOLF2_ATK2    ,II_WEA_MOB_LAWOLF2_ATK3    ,=,=,=,=,=,=,=,=,1000,4000,2226,13,130,0,=,4,22,=,0.075,=,0,=,=,=,13,0,-0.3,0,0,0.3,30,=,=,=,=,50,23,0,=,=,1,II_WEA_HAN_HAND,VT_ITEM,=,=,=,=,=,=,=,=,SND_ITEM_ANIMAL ,SND_PC_DMGWANB,=,=,=,"""""","""""","""""","""""",""""""
MI_LAWOLF3,"""어른 라울프""","""Grownup Lawolf""","""グロウアップ?ラ?ウルフ""","""""","""""",AII_MONSTER,15,20,41,41,=,BELLI_MELEE2X,=,14,=,=,RANK_CAPTAIN,0,=,=,=,129,134,II_WEA_MOB_LAWOLF3_ATK1    ,II_WEA_MOB_LAWOLF3_ATK2    ,II_WEA_MOB_LAWOLF3_ATK3    ,=,=,=,=,=,=,=,=,1000,4000,2381,14,130,0,=,1,23,=,0.08,=,0,=,=,=,14,0,0,0.3,-0.3,0,33,=,=,=,=,9,25,0,=,=,1,II_WEA_HAN_HAND,VT_ITEM,=,=,=,=,=,=,=,=,SND_ITEM_ANIMAL ,SND_PC_DMGWANB,=,=,=,"""""","""""","""""","""""",""""""
MI_LAWOLF4,"""거대 라울프""","""Gaint Lawolf""","""ジャイアント?ラ?ウルフ""","""""","""""",AII_MONSTER,15,20,47,47,=,BELLI_MELEE2X,=,17,=,=,RANK_BOSS,0,=,=,=,287,299,II_WEA_MOB_LAWOLF4_ATK1    ,II_WEA_MOB_LAWOLF4_ATK2    ,II_WEA_MOB_LAWOLF4_ATK3    ,=,=,=,=,=,=,=,=,1000,3000,52852,17,130,0,=,4,51,=,0.075,=,0,=,=,=,17,0,-0.3,0,0,0.3,252,=,=,=,=,360,168,0,=,=,1,II_WEA_HAN_HAND,VT_ITEM,=,=,=,=,=,=,=,=,SND_ITEM_ANIMAL ,SND_PC_DMGWANB,=,=,=,"""""","""""","""""","""""",""""""
MI_FEFERN1,"""1종 페페른""","""1Class Fefern""","""1クラス?フェフェルン""","""""","""""",AII_MONSTER,15,20,43,43,=,BELLI_MELEE,=,15,=,=,RANK_LOW,0,=,=,=,137,143,II_WEA_MOB_FEFERN1_ATK1    ,II_WEA_MOB_FEFERN1_ATK2    ,II_WEA_MOB_FEFERN1_ATK3    ,=,=,=,=,=,=,=,=,1000,3500,2715,15,130,0,=,5,24,=,0.075,=,0,=,=,=,15,0.3,0,-0.3,0,0,35,=,=,=,=,13,29,0,=,=,1,II_WEA_HAN_HAND,VT_ITEM,=,=,=,=,=,=,=,=,SND_ITEM_PLANT,SND_PC_DMGWANB,=,=,=,"""""","""""","""""","""""",""""""
MI_FEFERN2,"""페페른""","""Fefern""","""フェフェルン""","""""","""""",AII_MONSTER,15,20,43,43,=,BELLI_MELEE,=,15,=,=,RANK_NORMAL,0,=,=,=,137,143,II_WEA_MOB_FEFERN2_ATK1    ,II_WEA_MOB_FEFERN2_ATK2    ,II_WEA_MOB_FEFERN2_ATK3    ,=,=,=,=,=,=,=,=,1000,3500,2715,15,130,0,=,2,24,=,0.075,=,0,=,=,=,15,-0.3,0.3,0,0,0,35,=,=,=,=,50,30,0,=,=,1,II_WEA_HAN_HAND,VT_ITEM,=,=,=,=,=,=,=,=,SND_ITEM_PLANT,SND_PC_DMGWANB,=,=,=,"""""","""""","""""","""""",""""""
MI_FEFERN3,"""2종 페페른 ""","""2Class Fefern""","""２クラス?フェフェルン""","""""","""""",AII_MONSTER,15,20,45,45,=,BELLI_MELEE,=,16,=,=,RANK_CAPTAIN,0,=,=,=,143,149,II_WEA_MOB_FEFERN3_ATK1    ,II_WEA_MOB_FEFERN3_ATK2    ,II_WEA_MOB_FEFERN3_ATK3    ,=,=,=,=,=,=,=,=,1000,3500,2840,16,130,0,=,5,26,=,0.08,=,0,=,=,=,16,0.3,0,-0.3,0,0,35,=,=,=,=,9,32,0,=,=,1,II_WEA_HAN_HAND,VT_ITEM,=,=,=,=,=,=,=,=,SND_ITEM_PLANT,SND_PC_DMGWANB,=,=,=,"""""","""""","""""","""""",""""""
MI_FEFERN4,"""거대 페페른 ""","""Gaint Fefern""","""ジャイアント?フェフェルン""","""""","""""",AII_MONSTER,15,20,51,51,=,BELLI_MELEE,=,19,=,=,RANK_BOSS,0,=,=,=,315,327,II_WEA_MOB_FEFERN4_ATK1    ,II_WEA_MOB_FEFERN4_ATK2    ,II_WEA_MOB_FEFERN4_ATK3    ,=,=,=,=,=,=,=,=,1000,3000,57939,19,130,0,=,2,56,=,0.075,=,0,=,=,=,19,-0.3,0.3,0,0,0,259,=,=,=,=,400,214,0,=,=,1,II_WEA_HAN_HAND,VT_ITEM,=,=,=,=,=,=,=,=,SND_ITEM_PLANT,SND_PC_DMGWANB,=,=,=,"""""","""""","""""","""""",""""""
MI_NYANGNYANG1,"""귀여운 냥냥""","""Cute Nyangnyang""","""キュ?ト?ニャングニャング""","""""","""""",AII_MONSTER,15,20,47,47,=,BELLI_MELEE,=,17,=,=,RANK_LOW,0,=,=,=,151,157,II_WEA_MOB_NYANGNYANG1_ATK1,II_WEA_MOB_NYANGNYANG1_ATK2,II_WEA_MOB_NYANGNYANG1_ATK3,=,=,=,=,=,=,=,=,1000,3500,3003,17,130,0,=,1,27,=,0.075,=,0,=,=,=,17,0,0,0.3,-0.3,0,36,=,=,=,=,13,36,0,=,=,1,II_WEA_HAN_HAND,VT_ITEM,=,=,=,=,=,=,=,=,SND_ITEM_ANIMAL ,SND_PC_DMGWANB,=,=,=,"""""","""""","""""","""""",""""""
MI_NYANGNYANG2,"""냥냥""","""Nyangnyang""","""ニャングニャング""","""""","""""",AII_MONSTER,15,20,47,47,=,BELLI_MELEE,=,17,=,=,RANK_NORMAL,0,=,=,=,151,157,II_WEA_MOB_NYANGNYANG2_ATK1,II_WEA_MOB_NYANGNYANG2_ATK2,II_WEA_MOB_NYANGNYANG2_ATK3,=,=,=,=,=,=,=,=,1000,3500,3003,17,130,0,=,3,27,=,0.075,=,0,=,=,=,17,0,0,0,0.3,-0.3,36,=,=,=,=,50,38,0,=,=,1,II_WEA_HAN_HAND,VT_ITEM,=,=,=,=,=,=,=,=,SND_ITEM_ANIMAL ,SND_PC_DMGWANB,=,=,=,"""""","""""","""""","""""",""""""
MI_NYANGNYANG3,"""무서운 냥냥""","""CreepNyangnyang""","""クリ?プ?ニャングニャング""","""""","""""",AII_MONSTER,15,20,49,49,=,BELLI_MELEE,=,18,=,=,RANK_CAPTAIN,0,=,=,=,158,164,II_WEA_MOB_NYANGNYANG3_ATK1,II_WEA_MOB_NYANGNYANG3_ATK2,II_WEA_MOB_NYANGNYANG3_ATK3,=,=,=,=,=,=,=,=,1000,3500,3129,18,130,0,=,1,28,=,0.08,=,0,=,=,=,18,0,0,0.3,-0.3,0,36,=,=,=,=,9,41,0,=,=,1,II_WEA_HAN_HAND,VT_ITEM,=,=,=,=,=,=,=,=,SND_ITEM_ANIMAL ,SND_PC_DMGWANB,=,=,=,"""""","""""","""""","""""",""""""
MI_NYANGNYANG4,"""거대 냥냥""","""Gaint Nyangnyang""","""ジャイアント?ニャングニャング""","""""","""""",AII_MONSTER,15,20,55,55,=,BELLI_MELEE,=,21,=,=,RANK_BOSS,0,=,=,=,344,358,II_WEA_MOB_NYANGNYANG4_ATK1,II_WEA_MOB_NYANGNYANG4_ATK2,II_WEA_MOB_NYANGNYANG4_ATK3,=,=,=,=,=,=,=,=,1000,3000,65032,21,130,0,=,3,62,=,0.075,=,0,=,=,=,21,0,0,0,0.3,-0.3,266,=,=,=,=,430,280,0,=,=,1,II_WEA_HAN_HAND,VT_ITEM,=,=,=,=,=,=,=,=,SND_ITEM_ANIMAL ,SND_PC_DMGWANB,=,=,=,"""""","""""","""""","""""",""""""
MI_BANG1,"""뱅""","""Bang""","""ヴァン""","""""","""""",AII_MONSTER,15,20,51,51,=,BELLI_MELEE2X,=,19,=,=,RANK_LOW,0,=,=,=,166,172,II_WEA_MOB_BANG1_ATK1      ,II_WEA_MOB_BANG1_ATK2      ,II_WEA_MOB_BANG1_ATK3      ,=,=,=,=,=,=,=,=,1000,3000,3292,19,130,0,=,3,29,=,0.075,=,0,=,=,=,19,0,0,0,0.3,-0.3,37,=,=,=,=,13,46,0,=,=,1,II_WEA_HAN_HAND,VT_ITEM,=,=,=,=,=,=,=,=,SND_ITEM_ANIMAL ,SND_PC_DMGWANB,=,=,=,"""""","""""","""""","""""",""""""
MI_BANG2,"""캡틴 뱅""","""Captain Bang""","""キャプンテン?ヴァン""","""""","""""",AII_MONSTER,15,20,51,51,=,BELLI_MELEE2X,=,19,=,=,RANK_NORMAL,0,=,=,=,166,172,II_WEA_MOB_BANG2_ATK1      ,II_WEA_MOB_BANG2_ATK2      ,II_WEA_MOB_BANG2_ATK3      ,=,=,=,=,=,=,=,=,1000,3000,3292,19,130,0,=,5,29,=,0.075,=,0,=,=,=,19,0.3,0,-0.3,0,0,37,=,=,=,=,50,48,0,=,=,1,II_WEA_HAN_HAND,VT_ITEM,=,=,=,=,=,=,=,=,SND_ITEM_ANIMAL ,SND_PC_DMGWANB,=,=,=,"""""","""""","""""","""""",""""""
MI_BANG3,"""보스 뱅""","""Boss Bang""","""ボス?ヴァン""","""""","""""",AII_MONSTER,15,20,53,53,=,BELLI_MELEE2X,=,20,=,=,RANK_CAPTAIN,0,=,=,=,172,179,II_WEA_MOB_BANG3_ATK1      ,II_WEA_MOB_BANG3_ATK2      ,II_WEA_MOB_BANG3_ATK3      ,=,=,=,=,=,=,=,=,1000,3000,3418,20,130,0,=,3,31,=,0.08,=,0,=,=,=,20,0,0,0,0.3,-0.3,37,=,=,=,=,9,53,0,=,=,1,II_WEA_HAN_HAND,VT_ITEM,=,=,=,=,=,=,=,=,SND_ITEM_ANIMAL ,SND_PC_DMGWANB,=,=,=,"""""","""""","""""","""""",""""""
MI_BANG4,"""거대 뱅""","""Gaint Bang""","""ジャイアント?ヴァン""","""""","""""",AII_MONSTER,15,20,59,59,=,BELLI_MELEE2X,=,23,=,=,RANK_BOSS,0,=,=,=,372,386,II_WEA_MOB_BANG4_ATK1      ,II_WEA_MOB_BANG4_ATK2      ,II_WEA_MOB_BANG4_ATK3      ,=,=,=,=,=,=,=,=,1000,3000,70118,23,130,0,=,5,67,=,0.075,=,0,=,=,=,23,0.3,0,-0.3,0,0,273,=,=,=,=,490,367,0,=,=,1,II_WEA_HAN_HAND,VT_ITEM,=,=,=,=,=,=,=,=,SND_ITEM_ANIMAL ,SND_PC_DMGWANB,=,=,=,"""""","""""","""""","""""",""""""
MI_WAGSAAC1,"""부하 와그작""","""Small Wagsaac""","""スモ?ル?ワッグサック""","""""","""""",AII_MONSTER,15,20,55,55,=,BELLI_RANGE,=,21,=,=,RANK_LOW,0,=,=,=,182,189,II_WEA_MOB_WAGSAAC1_ATK1   ,II_WEA_MOB_WAGSAAC1_ATK2   ,II_WEA_MOB_WAGSAAC1_ATK3   ,=,=,=,=,=,=,=,=,1000,3000,3695,21,130,0,=,5,32,=,0.075,=,0,=,=,=,21,0.3,0,-0.3,0,0,38,=,=,=,=,13,61,0,=,=,1,II_WEA_HAN_HAND,VT_ITEM,=,=,=,=,=,=,=,=,SND_ITEM_ANIMAL ,SND_PC_DMGWANB,=,=,=,"""""","""""","""""","""""",""""""
MI_WAGSAAC2,"""와그작""","""Wagsaac""","""ワッグサック""","""""","""""",AII_MONSTER,15,20,55,55,=,BELLI_RANGE,=,21,=,=,RANK_NORMAL,0,=,=,=,182,189,II_WEA_MOB_WAGSAAC2_ATK1   ,II_WEA_MOB_WAGSAAC2_ATK2   ,II_WEA_MOB_WAGSAAC2_ATK3   ,=,=,=,=,=,=,=,=,1000,3000,3695,21,130,0,=,2,32,=,0.075,=,0,=,=,=,21,-0.3,0.3,0,0,0,38,=,=,=,=,50,63,0,=,=,1,II_WEA_HAN_HAND,VT_ITEM,=,=,=,=,=,=,=,=,SND_ITEM_ANIMAL ,SND_PC_DMGWANB,=,=,=,"""""","""""","""""","""""",""""""
MI_WAGSAAC3,"""두목 와그작""","""Captain Wagsaac""","""キャプテン?ワッグサック""","""""","""""",AII_MONSTER,15,20,57,57,=,BELLI_RANGE,=,22,=,=,RANK_CAPTAIN,0,=,=,=,188,195,II_WEA_MOB_WAGSAAC3_ATK1   ,II_WEA_MOB_WAGSAAC3_ATK2   ,II_WEA_MOB_WAGSAAC3_ATK3   ,=,=,=,=,=,=,=,=,1000,3000,3820,22,130,0,=,5,34,=,0.08,=,0,=,=,=,22,0.3,0,-0.3,0,0,38,=,=,=,=,9,69,0,=,=,1,II_WEA_HAN_HAND,VT_ITEM,=,=,=,=,=,=,=,=,SND_ITEM_ANIMAL ,SND_PC_DMGWANB,=,=,=,"""""","""""","""""","""""",""""""
MI_WAGSAAC4,"""거대 와그작""","""Gaint Wagsaac""","""ジャイアント?ワッグサック""","""""","""""",AII_MONSTER,15,20,63,63,=,BELLI_RANGE,=,25,=,=,RANK_BOSS,0,=,=,=,399,416,II_WEA_MOB_WAGSAAC4_ATK1   ,II_WEA_MOB_WAGSAAC4_ATK2   ,II_WEA_MOB_WAGSAAC4_ATK3   ,=,=,=,=,=,=,=,=,1000,3000,75204,25,130,0,=,2,71,=,0.075,=,0,=,=,=,25,-0.3,0.3,0,0,0,280,=,=,=,=,600,479,0,=,=,1,II_WEA_HAN_HAND,VT_ITEM,=,=,=,=,=,=,=,=,SND_ITEM_ANIMAL ,SND_PC_DMGWANB,=,=,=,"""""","""""","""""","""""",""""""
MI_MIA1,"""부하 미아""","""Small Mia""","""メイド?パペット""","""""","""""",AII_MONSTER,15,20,91,91,=,BELLI_MELEE,=,23,=,=,RANK_LOW,0,=,=,=,196,203,II_WEA_MOB_MONSTER1_ATK1,II_WEA_MOB_MONSTER1_ATK2,II_WEA_MOB_MONSTER1_ATK3,=,=,=,=,=,=,=,=,1000,3000,3984,23,130,0,=,4,35,=,0.075,=,0,=,=,=,23,0,-0.3,0,0,0.3,39,=,=,=,=,13,79,0,=,=,1,II_WEA_HAN_HAND,VT_ITEM,=,=,=,=,=,=,=,=,SND_ITEM_TREE,SND_PC_DMGWANB,=,=,=,"""""","""""","""""","""""",""""""
MI_MIA2,"""미아""","""Mia""","""パペット""","""""","""""",AII_MONSTER,15,20,91,91,=,BELLI_MELEE,=,23,=,=,RANK_NORMAL,0,=,=,=,196,203,II_WEA_MOB_MONSTER2_ATK1,II_WEA_MOB_MONSTER2_ATK2,II_WEA_MOB_MONSTER2_ATK3,=,=,=,=,=,=,=,=,1000,3000,3984,23,130,0,=,1,35,=,0.075,=,0,=,=,=,23,0,0,0.3,-0.3,0,39,=,=,=,=,50,83,0,=,=,1,II_WEA_HAN_HAND,VT_ITEM,=,=,=,=,=,=,=,=,SND_ITEM_TREE,SND_PC_DMGWANB,=,=,=,"""""","""""","""""","""""",""""""
MI_MIA3,"""두목 미아""","""Captain Mia""","""マネ?ジャ?パペット""","""""","""""",AII_MONSTER,15,20,93,93,=,BELLI_MELEE,=,24,=,=,RANK_CAPTAIN,0,=,=,=,203,211,II_WEA_MOB_MONSTER3_ATK1,II_WEA_MOB_MONSTER3_ATK2,II_WEA_MOB_MONSTER3_ATK3,=,=,=,=,=,=,=,=,1000,3000,4109,24,130,0,=,4,36,=,0.08,=,0,=,=,=,24,0,-0.3,0,0,0.3,40,=,=,=,=,9,90,0,=,=,1,II_WEA_HAN_HAND,VT_ITEM,=,=,=,=,=,=,=,=,SND_ITEM_TREE,SND_PC_DMGWANB,=,=,=,"""""","""""","""""","""""",""""""
MI_MIA4,"""거대 미아""","""Gaint Mia""","""ボス?パペット""","""""","""""",AII_MONSTER,15,20,99,99,=,BELLI_MELEE,=,27,=,=,RANK_BOSS,0,=,=,=,430,447,II_WEA_MOB_MONSTER4_ATK1,II_WEA_MOB_MONSTER4_ATK2,II_WEA_MOB_MONSTER4_ATK3,=,=,=,=,=,=,=,=,1000,3000,82948,27,130,0,=,1,77,=,0.075,=,0,=,=,=,27,0,0,0.3,-0.3,0,287,=,=,=,=,720,632,0,=,=,1,II_WEA_HAN_HAND,VT_ITEM,=,=,=,=,=,=,=,=,SND_ITEM_TREE,SND_PC_DMGWANB,=,=,=,"""""","""""","""""","""""",""""""
MI_MRPUMPKIN1,"""스테일 미스터 펌킨 ""","""Stale Mr Pumpkin""","""古カボチャ男爵""","""""","""""",AII_MONSTER,15,20,63,63,=,BELLI_RANGE,=,25,=,=,RANK_LOW,0,=,=,=,209,218,II_WEA_MOB_MRPUMPKIN1_ATK1 ,II_WEA_MOB_MRPUMPKIN1_ATK2 ,II_WEA_MOB_MRPUMPKIN1_ATK3 ,=,=,=,=,=,=,=,=,1000,3000,4273,25,130,0,=,2,38,=,0.075,=,0,=,=,=,25,-0.3,0.3,0,0,0,40,=,=,=,=,13,103,0,=,=,1,II_WEA_HAN_HAND,VT_ITEM,=,=,=,=,=,=,=,=,SND_ITEM_ANIMAL ,SND_PC_DMGWANB,=,=,=,"""""","""""","""""","""""",""""""
MI_MRPUMPKIN2,"""미스터 펌킨""","""Mr Pumpkin""","""カボチャ男爵""","""""","""""",AII_MONSTER,15,20,63,63,=,BELLI_RANGE,=,25,=,=,RANK_NORMAL,0,=,=,=,209,218,II_WEA_MOB_MRPUMPKIN2_ATK1 ,II_WEA_MOB_MRPUMPKIN2_ATK2 ,II_WEA_MOB_MRPUMPKIN2_ATK3 ,=,=,=,=,=,=,=,=,1000,3000,4273,25,130,0,=,2,38,=,0.075,=,0,=,=,=,25,-0.3,0.3,0,0,0,40,=,=,=,=,50,108,0,=,=,1,II_WEA_HAN_HAND,VT_ITEM,=,=,=,=,=,=,=,=,SND_ITEM_ANIMAL ,SND_PC_DMGWANB,=,=,=,"""""","""""","""""","""""",""""""
MI_MRPUMPKIN3,"""로튼 미스터 펌킨""","""Rotten Mr Pumpkin""","""腐ったカボチャ男爵""","""""","""""",AII_MONSTER,15,20,65,65,=,BELLI_RANGE,=,26,=,=,RANK_CAPTAIN,0,=,=,=,217,226,II_WEA_MOB_MRPUMPKIN3_ATK1 ,II_WEA_MOB_MRPUMPKIN3_ATK2 ,II_WEA_MOB_MRPUMPKIN3_ATK3 ,=,=,=,=,=,=,=,=,1000,3000,4398,26,130,0,=,2,38,=,0.08,=,0,=,=,=,26,-0.3,0.3,0,0,0,41,=,=,=,=,9,119,0,=,=,1,II_WEA_HAN_HAND,VT_ITEM,=,=,=,=,=,=,=,=,SND_ITEM_ANIMAL ,SND_PC_DMGWANB,=,=,=,"""""","""""","""""","""""",""""""
MI_MRPUMPKIN4,"""거대 미스터 펌킨""","""GaintMr Pumpkin""","""ジャイアント?カボチャ男爵""","""""","""""",AII_MONSTER,15,20,71,71,=,BELLI_RANGE,=,29,=,=,RANK_BOSS,0,=,=,=,458,477,II_WEA_MOB_MRPUMPKIN4_ATK1 ,II_WEA_MOB_MRPUMPKIN4_ATK2 ,II_WEA_MOB_MRPUMPKIN4_ATK3 ,=,=,=,=,=,=,=,=,1000,3000,88035,29,130,0,=,5,82,=,0.075,=,0,=,=,=,29,0.3,0,-0.3,0,0,301,=,=,=,=,810,821,0,=,=,1,II_WEA_HAN_HAND,VT_ITEM,=,=,=,=,=,=,=,=,SND_ITEM_ANIMAL ,SND_PC_DMGWANB,=,=,=,"""""","""""","""""","""""",""""""
MI_REDMANTIS1,"""레드맨티스 C""","""RedMantis C""","""レッドマンティスＣ""","""""","""""",AII_MONSTER,15,20,67,67,=,BELLI_MELEE,=,27,=,=,RANK_LOW,0,=,=,=,226,235,II_WEA_MOB_REDMANTIS1_ATK1 ,II_WEA_MOB_REDMANTIS1_ATK2 ,II_WEA_MOB_REDMANTIS1_ATK3 ,=,=,=,=,=,=,=,=,1000,3000,4713,27,130,0,=,3,41,=,0.075,=,0,=,=,=,27,0,0,0,0.3,-0.3,41,=,=,=,=,13,136,0,=,=,1,II_WEA_HAN_HAND,VT_ITEM,=,=,=,=,=,=,=,=,SND_ITEM_ANIMAL ,SND_PC_DMGWANB,=,=,=,"""""","""""","""""","""""",""""""
MI_REDMANTIS2,"""레드맨티스 B""","""RedMantis B""","""レッドマンティスＢ""","""""","""""",AII_MONSTER,15,20,67,67,=,BELLI_MELEE,=,27,=,=,RANK_NORMAL,0,=,=,=,226,235,II_WEA_MOB_REDMANTIS2_ATK1 ,II_WEA_MOB_REDMANTIS2_ATK2 ,II_WEA_MOB_REDMANTIS2_ATK3 ,=,=,=,=,=,=,=,=,1000,3000,4713,27,130,0,=,3,41,=,0.075,=,0,=,=,=,27,0,0,0,0.3,-0.3,41,=,=,=,=,50,143,0,=,=,1,II_WEA_HAN_HAND,VT_ITEM,=,=,=,=,=,=,=,=,SND_ITEM_ANIMAL ,SND_PC_DMGWANB,=,=,=,"""""","""""","""""","""""",""""""
MI_REDMANTIS3,"""레드맨티스 A""","""RedMantis A""","""レッドマンティスＡ""","""""","""""",AII_MONSTER,15,20,69,69,=,BELLI_MELEE,=,28,=,=,RANK_CAPTAIN,0,=,=,=,233,243,II_WEA_MOB_REDMANTIS3_ATK1 ,II_WEA_MOB_REDMANTIS3_ATK2 ,II_WEA_MOB_REDMANTIS3_ATK3 ,=,=,=,=,=,=,=,=,1000,3000,4839,28,130,0,=,3,42,=,0.08,=,0,=,=,=,28,0,0,0,0.3,-0.3,42,=,=,=,=,9,156,0,=,=,1,II_WEA_HAN_HAND,VT_ITEM,=,=,=,=,=,=,=,=,SND_ITEM_ANIMAL ,SND_PC_DMGWANB,=,=,=,"""""","""""","""""","""""",""""""
MI_REDMANTIS4,"""거대 레드맨티스""","""RedMantis""","""レッドマンティス""","""""","""""",AII_MONSTER,15,20,75,75,=,BELLI_MELEE,=,31,=,=,RANK_BOSS,0,=,=,=,485,504,II_WEA_MOB_REDMANTIS4_ATK1 ,II_WEA_MOB_REDMANTIS4_ATK2 ,II_WEA_MOB_REDMANTIS4_ATK3 ,=,=,=,=,=,=,=,=,1000,3000,93121,31,130,0,=,4,87,=,0.075,=,0,=,=,=,31,0,-0.3,0,0,0.3,308,=,=,=,=,1060,1060,0,=,=,1,II_WEA_HAN_HAND,VT_ITEM,=,=,=,=,=,=,=,=,SND_ITEM_ANIMAL ,SND_PC_DMGWANB,=,=,=,"""""","""""","""""","""""",""""""
MI_JACKTHEHAMMER1,"""부하 잭더해머""","""Small JackTheHammer""","""メイド?パペット""","""""","""""",AII_MONSTER,15,20,71,71,=,BELLI_MELEE,=,29,=,=,RANK_LOW,0,=,=,=,241,251,II_WEA_MOB_MONSTER1_ATK1,II_WEA_MOB_MONSTER1_ATK2,II_WEA_MOB_MONSTER1_ATK3,=,=,=,=,=,=,=,=,1000,3000,5002,29,130,0,=,1,43,=,0.075,=,0,=,=,=,29,0,0,0.3,-0.3,0,43,=,=,=,=,13,177,0,=,=,1,II_WEA_HAN_HAND,VT_ITEM,=,=,=,=,=,=,=,=,SND_ITEM_TREE,SND_PC_DMGWANB,=,=,=,"""""","""""","""""","""""",""""""
MI_JACKTHEHAMMER2,"""잭더해머""","""JackTheHammer""","""パペット""","""""","""""",AII_MONSTER,15,20,71,71,=,BELLI_MELEE,=,29,=,=,RANK_NORMAL,0,=,=,=,241,251,II_WEA_MOB_MONSTER2_ATK1,II_WEA_MOB_MONSTER2_ATK2,II_WEA_MOB_MONSTER2_ATK3,=,=,=,=,=,=,=,=,1000,3000,5002,29,130,0,=,1,43,=,0.075,=,0,=,=,=,29,0,0,0.3,-0.3,0,43,=,=,=,=,50,185,0,=,=,1,II_WEA_HAN_HAND,VT_ITEM,=,=,=,=,=,=,=,=,SND_ITEM_TREE,SND_PC_DMGWANB,=,=,=,"""""","""""","""""","""""",""""""
MI_JACKTHEHAMMER3,"""두목 잭더해머""","""Captain JackTheHammer""","""マネ?ジャ?パペット""","""""","""""",AII_MONSTER,15,20,73,73,=,BELLI_MELEE,=,30,=,=,RANK_CAPTAIN,0,=,=,=,248,258,II_WEA_MOB_MONSTER3_ATK1,II_WEA_MOB_MONSTER3_ATK2,II_WEA_MOB_MONSTER3_ATK3,=,=,=,=,=,=,=,=,1000,3000,5128,30,130,0,=,1,44,=,0.08,=,0,=,=,=,30,0,0,0.3,-0.3,0,43,=,=,=,=,9,201,0,=,=,1,II_WEA_HAN_HAND,VT_ITEM,=,=,=,=,=,=,=,=,SND_ITEM_TREE,SND_PC_DMGWANB,=,=,=,"""""","""""","""""","""""",""""""
MI_JACKTHEHAMMER4,"""거대 잭더해머""","""Gaint JackTheHammer""","""ボス?パペット""","""""","""""",AII_MONSTER,15,20,79,79,=,BELLI_MELEE,=,33,=,=,RANK_BOSS,0,=,=,=,517,537,II_WEA_MOB_MONSTER4_ATK1,II_WEA_MOB_MONSTER4_ATK2,II_WEA_MOB_MONSTER4_ATK3,=,=,=,=,=,=,=,=,1000,3000,101552,33,130,0,=,3,93,=,0.075,=,0,=,=,=,33,0,0,0,0.3,-0.3,315,=,=,=,=,900,1377,0,=,=,1,II_WEA_HAN_HAND,VT_ITEM,=,=,=,=,=,=,=,=,SND_ITEM_TREE,SND_PC_DMGWANB,=,=,=,"""""","""""","""""","""""",""""""
