//버전	//변수명	명칭	기본생성개수	최대곂침개수	1차아이템종류	2차아이템종류	3차아이템종류	아이템직업소속	소비불가	사용가능	사용성별	가격	내구력	마모도	수리회수	잡는형식	속성	장착위치	장착위치	파츠파일	제거될위치	기본부위무시	아이템레벨	희귀성	상점판매가능	로그남길것	상용화 판단	필요 아이템종류	필요 아이템	최소능력	최대능력	공격 속성	속성 공격력	회피율	블럭율		최대추가스킬	공격 스타일	무기종류	아이템1차공격순서	아이템2차공격순서	아이템3차공격순서	아이템4차공격순서	지속피해	최대장전개수	반동	장전시간	추가공격성공률	공격속도	타격시 반동	공격범위	적용확률	적용대상1	적용대상2	적용대상3	적용값1	적용값2	적용값3	적용변화값1	적용변화값2	적용변화값3	참조값 1	참조값 2	참조값 3	발동 마법	발동 레벨	마법 확률	필요MP	필요EP	학과필요레벨	선행스킬1	선행스킬레벨1	선행스킬2	선행스킬 레벨2	기술준비	기술 준비시간	기술 시전거리	원소이펙트	사용 효과(시전효과)	효과 2 (발사체)	"효과 3 (발동효과,타겟)"	효과 4(유지효과)	"효과 5(발동효과,시전자)"	사용 모션	유지시간	지속시간	발동대상	사용시기	마법범위	마법속성	무기종류설정	보석옵션설정	변환될무기설정	변환될확률설정	레드칩액수설정	참조수치2	기술속성	전기저항	불저항	바람저항	물저항	땅저항	악행	숙련레벨	최대숙련레벨	서브디파인위치	현재경험치	연속기술방식	비행속도	비행선회각(좌우)	비행선회각(상하)	비행제한레벨	비행연료충전량	가속연료충전량	팩당연료충전량	제한레벨1	반사광	공격음1(무기 타격음)	공격음2(무기 크리티컬)	아이콘파일	퀘스트 ID	텍스트 파일명	설명
//ver6	//dwID	szName	dwNum	dwPackMax	dwItemKind1	dwItemKind2	dwItemKind3	dwItemJob	bPermanence	dwUseable	dwItemSex	dwCost	dwEndurance	nAbrasion	nMaxRepair	dwHanded	dwFlag	dwParts	dwPartsub	bPartFile	dwExclusive	dwBasePartsIgnore	dwItemLV	dwItemRare	dwShopAble	bLog	bCharged	dwLinkKindBullet	dwLinkKind	dwAbilityMin	dwAbilityMax	eItemType	wItemEAtk	dwParry	dwBlockRating	dwAddSkillMin	dwAddSkillMax	dwAtkStyle	dwWeaponType	dwItemAtkOrder1	dwItemAtkOrder2	dwItemAtkOrder3	dwItemAtkOrder4	bContinuousPain	dwShellQuantity	dwRecoil	dwLoadingTime	nAdjHitRate	dwAttackSpeed	dwDmgShift	dwAttackRange	dwProbability	dwDestParam1	dwDestParam2	dwDestParam3	nAdjParamVal1	nAdjParamVal2	nAdjParamVal3	dwChgParamVal1	dwChgParamVal2	dwChgParamVal3	dwdestData1	dwdestData2	dwdestData3	dwactiveskill	dwactiveskillLv	dwactiveskillper	dwReqMp	dwRepFp	dwReqDisLV	dwReSkill1	dwReSkillLevel1	dwReSkill2	dwReSkillLevel2	dwSkillReadyType	dwSkillReady	dwSkillRange	dwSfxElemental	dwSfxObj	dwSfxObj2	dwSfxObj3	dwSfxObj4	dwSfxObj5	"dwUseMotion(01,02,03 번호 붙여 다음 동작연결)"	dwCircleTime	dwSkillTime	dwExeTarget	dwUseChance	dwSpellRegion	dwSpellType	dwReferStat1	dwReferStat2	dwReferTarget1	dwReferTarget2	dwReferValue1	dwReferValue2	dwSkillType	fItemResistElecricity	fItemResistFire	fItemResistWind	fItemResistWater	fItemResistEarth	nEvildoing	dwExpertLV	ExpertMax	dwSubDefine	dwExp	dwComboStyle	fFlightSpeed	fFlightLRAngle	fFlightTBAngle	dwFlightLimit	dwFFuelReMax	dwAFuelReMax	dwFuelRe	dwLimitLevel1	dwReflect	dwSndAttack1	dwSndAttack2	szIcon	dwQuestID	szTextFile	szComment
6	II_ARM_F_MAG_GAUNTLET0301	IDS_PROPITEM_TXT_003056	1	1	IK1_ARMOR	IK2_ARMORETC	IK3_GAUNTLET	JOB_MAGICIAN	TRUE	=	SEX_FEMALE	9000	4680000	100	180	=	=	PARTS_HAND	=	1	=	=	35	35	1	1	=	=	=	154	157	_NONE	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	0	0	0	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	33	=	=	=	"""itm_fMag03Hand.dds"""	0	""""""	IDS_PROPITEM_TXT_003057
6	II_ARM_F_MAG_GAUNTLET0401	IDS_PROPITEM_TXT_003060	1	1	IK1_ARMOR	IK2_ARMORETC	IK3_GAUNTLET	JOB_MAGICIAN	TRUE	=	SEX_FEMALE	25000	4680000	100	180	=	=	PARTS_HAND	=	1	=	=	45	45	1	1	=	=	=	191	194	_NONE	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	0	0	0	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	43	=	=	=	"""itm_fMag04Hand.dds"""	0	""""""	IDS_PROPITEM_TXT_003061
6	II_ARM_F_MAG_GAUNTLET06	IDS_PROPITEM_TXT_003064	1	1	IK1_ARMOR	IK2_ARMORETC	IK3_GAUNTLET	JOB_MAGICIAN	TRUE	=	SEX_FEMALE	63700	4680000	100	180	=	=	PARTS_HAND	=	1	=	=	55	55	1	1	=	=	=	223	226	_NONE	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	0	0	0	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	53	=	=	=	"""itm_fMag05Hand.dds"""	0	""""""	IDS_PROPITEM_TXT_003065
6	II_ARM_F_MAG_GAUNTLET08	IDS_PROPITEM_TXT_003068	1	1	IK1_ARMOR	IK2_ARMORETC	IK3_GAUNTLET	JOB_MAGICIAN	TRUE	=	SEX_FEMALE	145000	4680000	100	180	=	=	PARTS_HAND	=	1	=	=	64	64	1	1	=	=	=	260	263	_NONE	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	0	0	0	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	60	=	=	=	"""itm_fMag06Hand.dds"""	0	""""""	IDS_PROPITEM_TXT_003069
6	II_ARM_F_MAG_GAUNTLET10	IDS_PROPITEM_TXT_003072	1	1	IK1_ARMOR	IK2_ARMORETC	IK3_GAUNTLET	JOB_MAGICIAN	TRUE	=	SEX_FEMALE	333000	4680000	100	180	=	=	PARTS_HAND	=	1	=	=	73	73	1	1	=	=	=	297	299	_NONE	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	0	0	0	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	60	=	=	=	"""itm_fMag07Hand.dds"""	0	""""""	IDS_PROPITEM_TXT_003073
6	II_ARM_F_PSY_GAUNTLET02	IDS_PROPITEM_TXT_003076	1	1	IK1_ARMOR	IK2_ARMORETC	IK3_GAUNTLET	JOB_PSYCHIKEEPER	TRUE	=	SEX_FEMALE	714000	4680000	100	180	=	=	PARTS_HAND	=	1	=	=	61	61	1	1	=	=	=	329	332	_NONE	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	0	0	0	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	59	=	=	=	"""Itm_fPsy01Hand.dds"""	0	""""""	IDS_PROPITEM_TXT_003077
6	II_ARM_F_PSY_GAUNTLET04	IDS_PROPITEM_TXT_003080	1	1	IK1_ARMOR	IK2_ARMORETC	IK3_GAUNTLET	JOB_PSYCHIKEEPER	TRUE	=	SEX_FEMALE	983000	4680000	100	180	=	=	PARTS_HAND	=	1	=	=	73	73	1	1	=	=	=	364	367	_NONE	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	0	0	0	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	71	=	=	=	"""Itm_fPsy02Hand.dds"""	0	""""""	IDS_PROPITEM_TXT_003081
6	II_ARM_F_PSY_GAUNTLET06	IDS_PROPITEM_TXT_003084	1	1	IK1_ARMOR	IK2_ARMORETC	IK3_GAUNTLET	JOB_PSYCHIKEEPER	TRUE	=	SEX_FEMALE	1256000	4680000	100	180	=	=	PARTS_HAND	=	1	=	=	85	85	1	1	=	=	=	389	390	_NONE	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	0	0	0	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	83	=	=	=	"""Itm_fPsy03Hand.dds"""	0	""""""	IDS_PROPITEM_TXT_003085
6	II_ARM_F_PSY_GAUNTLET08	IDS_PROPITEM_TXT_003088	1	1	IK1_ARMOR	IK2_ARMORETC	IK3_GAUNTLET	JOB_PSYCHIKEEPER	TRUE	=	SEX_FEMALE	1570000	4680000	100	180	=	=	PARTS_HAND	=	1	=	=	97	97	=	1	=	=	=	425	426	_NONE	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	0	0	0	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	95	=	=	=	"""Itm_fPsy04Hand.dds"""	0	""""""	IDS_PROPITEM_TXT_003089
6	II_ARM_F_PSY_GAUNTLET10	IDS_PROPITEM_TXT_003092	1	1	IK1_ARMOR	IK2_ARMORETC	IK3_GAUNTLET	JOB_PSYCHIKEEPER	TRUE	=	SEX_FEMALE	1820000	4680000	100	180	=	=	PARTS_HAND	=	1	=	=	109	109	=	1	=	=	=	461	462	_NONE	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	0	0	0	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	107	=	=	=	"""Itm_fPsy05Hand.dds"""	0	""""""	IDS_PROPITEM_TXT_003093
6	II_ARM_F_ELE_GAUNTLET02	IDS_PROPITEM_TXT_003096	1	1	IK1_ARMOR	IK2_ARMORETC	IK3_GAUNTLET	JOB_ELEMENTOR	TRUE	=	SEX_FEMALE	714000	4680000	100	180	=	=	PARTS_HAND	=	1	=	=	61	61	1	1	=	=	=	329	332	_NONE	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	0	0	0	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	59	=	=	=	"""Itm_fEle01Hand.dds"""	0	""""""	IDS_PROPITEM_TXT_003097
6	II_ARM_F_ELE_GAUNTLET04	IDS_PROPITEM_TXT_003100	1	1	IK1_ARMOR	IK2_ARMORETC	IK3_GAUNTLET	JOB_ELEMENTOR	TRUE	=	SEX_FEMALE	983000	4680000	100	180	=	=	PARTS_HAND	=	1	=	=	73	73	1	1	=	=	=	364	367	_NONE	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	0	0	0	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	71	=	=	=	"""Itm_fEle02Hand.dds"""	0	""""""	IDS_PROPITEM_TXT_003101
6	II_ARM_F_ELE_GAUNTLET06	IDS_PROPITEM_TXT_003104	1	1	IK1_ARMOR	IK2_ARMORETC	IK3_GAUNTLET	JOB_ELEMENTOR	TRUE	=	SEX_FEMALE	1256000	4680000	100	180	=	=	PARTS_HAND	=	1	=	=	85	85	1	1	=	=	=	389	390	_NONE	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	0	0	0	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	83	=	=	=	"""Itm_fEle03Hand.dds"""	0	""""""	IDS_PROPITEM_TXT_003105
6	II_ARM_F_ELE_GAUNTLET08	IDS_PROPITEM_TXT_003108	1	1	IK1_ARMOR	IK2_ARMORETC	IK3_GAUNTLET	JOB_ELEMENTOR	TRUE	=	SEX_FEMALE	1570000	4680000	100	180	=	=	PARTS_HAND	=	1	=	=	97	97	=	1	=	=	=	425	426	_NONE	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	0	0	0	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	95	=	=	=	"""Itm_fEle04Hand.dds"""	0	""""""	IDS_PROPITEM_TXT_003109
6	II_ARM_F_ELE_GAUNTLET10	IDS_PROPITEM_TXT_003112	1	1	IK1_ARMOR	IK2_ARMORETC	IK3_GAUNTLET	JOB_ELEMENTOR	TRUE	=	SEX_FEMALE	1820000	4680000	100	180	=	=	PARTS_HAND	=	1	=	=	109	109	=	1	=	=	=	461	462	_NONE	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	0	0	0	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	107	=	=	=	"""Itm_fEle05Hand.dds"""	0	""""""	IDS_PROPITEM_TXT_003113
//														=																																																																																																													
6	II_ARM_M_MER_BOOTS0101	IDS_PROPITEM_TXT_003116	1	1	IK1_ARMOR	IK2_ARMORETC	IK3_BOOTS	JOB_MERCENARY	TRUE	=	SEX_MALE	1300	4500000	100	180	=	=	PARTS_FOOT	=	1	=	=	16	16	1	1	=	=	=	76	77	_NONE	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	0	0	0	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	15	=	=	=	"""itm_mMer01Foot.dds"""	0	""""""	IDS_PROPITEM_TXT_003117
6	II_ARM_M_MER_BOOTS0201	IDS_PROPITEM_TXT_003120	1	1	IK1_ARMOR	IK2_ARMORETC	IK3_BOOTS	JOB_MERCENARY	TRUE	=	SEX_MALE	3700	4500000	100	180	=	=	PARTS_FOOT	=	1	=	=	25	25	1	1	=	=	=	105	107	_NONE	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	0	0	0	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	24	=	=	=	"""itm_mMer02Foot.dds"""	0	""""""	IDS_PROPITEM_TXT_003121
6	II_ARM_M_MER_BOOTS0301	IDS_PROPITEM_TXT_003124	1	1	IK1_ARMOR	IK2_ARMORETC	IK3_BOOTS	JOB_MERCENARY	TRUE	=	SEX_MALE	8400	4500000	100	180	=	=	PARTS_FOOT	=	1	=	=	34	34	1	1	=	=	=	149	152	_NONE	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	0	0	0	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	33	=	=	=	"""itm_mMer03Foot.dds"""	0	""""""	IDS_PROPITEM_TXT_003125
6	II_ARM_M_MER_BOOTS0401	IDS_PROPITEM_TXT_003128	1	1	IK1_ARMOR	IK2_ARMORETC	IK3_BOOTS	JOB_MERCENARY	TRUE	=	SEX_MALE	23400	4500000	100	180	=	=	PARTS_FOOT	=	1	=	=	44	44	1	1	=	=	=	185	187	_NONE	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	0	0	0	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	43	=	=	=	"""itm_mMer04Foot.dds"""	0	""""""	IDS_PROPITEM_TXT_003129
6	II_ARM_M_MER_BOOTS06	IDS_PROPITEM_TXT_003132	1	1	IK1_ARMOR	IK2_ARMORETC	IK3_BOOTS	JOB_MERCENARY	TRUE	=	SEX_MALE	59800	4500000	100	180	=	=	PARTS_FOOT	=	1	=	=	54	54	1	1	=	=	=	214	217	_NONE	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	0	0	0	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	53	=	=	=	"""itm_mMer05Foot.dds"""	0	""""""	IDS_PROPITEM_TXT_003133
6	II_ARM_M_MER_BOOTS08	IDS_PROPITEM_TXT_003136	1	1	IK1_ARMOR	IK2_ARMORETC	IK3_BOOTS	JOB_MERCENARY	TRUE	=	SEX_MALE	136400	4500000	100	180	=	=	PARTS_FOOT	=	1	=	=	63	63	1	1	=	=	=	250	253	_NONE	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	0	0	0	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	60	=	=	=	"""itm_mMer06Foot.dds"""	0	""""""	IDS_PROPITEM_TXT_003137
6	II_ARM_M_MER_BOOTS10	IDS_PROPITEM_TXT_003140	1	1	IK1_ARMOR	IK2_ARMORETC	IK3_BOOTS	JOB_MERCENARY	TRUE	=	SEX_MALE	313000	4500000	100	180	=	=	PARTS_FOOT	=	1	=	=	72	72	1	1	=	=	=	285	288	_NONE	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	0	0	0	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	60	=	=	=	"""itm_mMer07Foot.dds"""	0	""""""	IDS_PROPITEM_TXT_003141
6	II_ARM_M_KIN_BOOTS02	IDS_PROPITEM_TXT_003144	1	1	IK1_ARMOR	IK2_ARMORETC	IK3_BOOTS	JOB_KNIGHT	TRUE	=	SEX_MALE	670000	4500000	100	180	=	=	PARTS_FOOT	=	1	=	=	60	60	1	1	=	=	=	317	320	_NONE	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	0	0	0	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	59	=	=	=	"""Itm_mKin01Foot.dds"""	0	""""""	IDS_PROPITEM_TXT_003145
6	II_ARM_M_KIN_BOOTS04	IDS_PROPITEM_TXT_003148	1	1	IK1_ARMOR	IK2_ARMORETC	IK3_BOOTS	JOB_KNIGHT	TRUE	=	SEX_MALE	922000	4500000	100	180	=	=	PARTS_FOOT	=	1	=	=	72	72	1	1	=	=	=	351	354	_NONE	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	0	0	0	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	71	=	=	=	"""Itm_mKin02Foot.dds"""	0	""""""	IDS_PROPITEM_TXT_003149
6	II_ARM_M_KIN_BOOTS06	IDS_PROPITEM_TXT_003152	1	1	IK1_ARMOR	IK2_ARMORETC	IK3_BOOTS	JOB_KNIGHT	TRUE	=	SEX_MALE	1179000	4500000	100	180	=	=	PARTS_FOOT	=	1	=	=	84	84	1	1	=	=	=	374	376	_NONE	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	0	0	0	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	83	=	=	=	"""Itm_mKin03Foot.dds"""	0	""""""	IDS_PROPITEM_TXT_003153
6	II_ARM_M_KIN_BOOTS08	IDS_PROPITEM_TXT_003156	1	1	IK1_ARMOR	IK2_ARMORETC	IK3_BOOTS	JOB_KNIGHT	TRUE	=	SEX_MALE	1497000	4500000	100	180	=	=	PARTS_FOOT	=	1	=	=	96	96	=	1	=	=	=	408	410	_NONE	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	0	0	0	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	95	=	=	=	"""Itm_mKin04Foot.dds"""	0	""""""	IDS_PROPITEM_TXT_003157
6	II_ARM_M_KIN_BOOTS10	IDS_PROPITEM_TXT_003160	1	1	IK1_ARMOR	IK2_ARMORETC	IK3_BOOTS	JOB_KNIGHT	TRUE	=	SEX_MALE	1779000	4500000	100	180	=	=	PARTS_FOOT	=	1	=	=	108	108	=	1	=	=	=	442	444	_NONE	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	0	0	0	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	107	=	=	=	"""Itm_mKin05Foot.dds"""	0	""""""	IDS_PROPITEM_TXT_003161
6	II_ARM_M_BLA_BOOTS02	IDS_PROPITEM_TXT_003164	1	1	IK1_ARMOR	IK2_ARMORETC	IK3_BOOTS	JOB_BLADE	TRUE	=	SEX_MALE	670000	4500000	100	180	=	=	PARTS_FOOT	=	1	=	=	60	60	1	1	=	=	=	317	320	_NONE	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	0	0	0	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	59	=	=	=	"""Itm_mBla01Foot.dds"""	0	""""""	IDS_PROPITEM_TXT_003165
6	II_ARM_M_BLA_BOOTS04	IDS_PROPITEM_TXT_003168	1	1	IK1_ARMOR	IK2_ARMORETC	IK3_BOOTS	JOB_BLADE	TRUE	=	SEX_MALE	922000	4500000	100	180	=	=	PARTS_FOOT	=	1	=	=	72	72	1	1	=	=	=	351	354	_NONE	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	0	0	0	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	71	=	=	=	"""Itm_mBla02Foot.dds"""	0	""""""	IDS_PROPITEM_TXT_003169
6	II_ARM_M_BLA_BOOTS06	IDS_PROPITEM_TXT_003172	1	1	IK1_ARMOR	IK2_ARMORETC	IK3_BOOTS	JOB_BLADE	TRUE	=	SEX_MALE	1179000	4500000	100	180	=	=	PARTS_FOOT	=	1	=	=	84	84	1	1	=	=	=	374	376	_NONE	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	0	0	0	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	83	=	=	=	"""Itm_mBla03Foot.dds"""	0	""""""	IDS_PROPITEM_TXT_003173
6	II_ARM_M_BLA_BOOTS08	IDS_PROPITEM_TXT_003176	1	1	IK1_ARMOR	IK2_ARMORETC	IK3_BOOTS	JOB_BLADE	TRUE	=	SEX_MALE	1497000	4500000	100	180	=	=	PARTS_FOOT	=	1	=	=	96	96	=	1	=	=	=	408	410	_NONE	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	0	0	0	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	95	=	=	=	"""Itm_mBla04Foot.dds"""	0	""""""	IDS_PROPITEM_TXT_003177
6	II_ARM_M_BLA_BOOTS10	IDS_PROPITEM_TXT_003180	1	1	IK1_ARMOR	IK2_ARMORETC	IK3_BOOTS	JOB_BLADE	TRUE	=	SEX_MALE	1779000	4500000	100	180	=	=	PARTS_FOOT	=	1	=	=	108	108	=	1	=	=	=	442	444	_NONE	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	0	0	0	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	107	=	=	=	"""Itm_mBla05Foot.dds"""	0	""""""	IDS_PROPITEM_TXT_003181
//														=																																																																																																													
