//변수명,명칭,영문명칭,일어명칭,중국명칭,태국명칭,기본생성개수,최대곂침개수,1차아이템종류,2차아이템종류,3차아이템종류,아이템직업소속,소비불가,사용가능,사용성별,무게,가격,게임머니,내구력,수리횟수,수리불가능,고장유무,마모도,경도,잡는형식,굽높이,장착위치,장착위치,파츠파일,제거될위치,기본부위무시,아이템레벨,추가레벨,희귀성,상점판매가능,로그남길것,공격속도 감소,필요 아이템,필요 아이템종류,최소능력,최대능력,공격 속성,속성 공격력,최소추가스킬,최대추가스킬,공격 스타일,타격방식,무기종류,아이템1차공격순서,아이템2차공격순서,아이템3차공격순서,아이템4차공격순서,아이템1차공격동작,아이템2차공격동작,아이템3차공격동작,아이템4차공격동작,지속피해,최대장전개수,반동,구경,연발률,장전시간,추가공격성공률,추가 마법성공률,공격속도,타격시 반동,공격범위,추가판정치,적용대상1,적용대상2,적용값1,적용값2,적용변화값1,적용변화값2,필요직업,필요힘,필요체력,필요민첩,필요지능,필요MP,필요EP,직업필요레벨,학과필요레벨,기술준비,기술 준비시간,기술 시전거리,원소이펙트,사용 효과,효과 2 (2차 효과),효과 3 (3차 효과),사용 모션,유지시간,지속시간,발동시기,발동대상,사용시기,마법범위,마법속성,참조스탯1,참조스탯2,참조타겟1,참조타겟2,참조수치1,참조수치2,기술속성,마법저항,전기저항,불저항,바람저항,물저항,땅저항,마법증폭,마법퓨전,악행,성장유무,생산유무,숙련레벨,최대숙련레벨,서브디파인위치,현재경험치,기술숙련치,연속기술방식,콤보스킬타임,카드타입,비행속도,비행선회각(좌우),비행선회각(상하),비행제한레벨,비행연료충전량,비행연료소비량,가속연료충전량,팩당연료충전량,직업제한1,제한레벨1,직업제한2,제한레벨2,반사광,공격음1(무기 타격음),공격음2(무기 크리티컬),공격음3(무기 휘두름음1),공격음4(무기 휘두름음2),방어음,타격음(충전소리),피해음,뛸때 추가음,아이콘파일,설명,영어설명,일어설명,중국어설명,태국어설명
//dwID,szName,szNameEn,"""""","""""","""""",dwNum,dwPackMax,dwItemKind1,dwItemKind2,dwItemKind3,dwItemJob,bPermanence,dwUseable,dwItemSex,dwWeight,dwCost,dwCash,dwEndurance,dwRepairNumber,bRepairUnable,bJammed,nAbrasion,nHardness,dwHanded,dwHeelH,dwParts,dwPartsub,bPartFile,dwExclusive,dwBasePartsIgnore,dwItemLV,dwAddLV,dwItemRare,dwShopAble,bLog,dwSpeedPenalty,dwLinkItem,dwLinkKind,dwAbilityMin,dwAbilityMax,eItemType,wItemEAtk,dwAddSkillMin,dwAddSkillMax,dwAtkStyle,dwAtkType,dwWeaponType,dwItemAtkOrder1,dwItemAtkOrder2,dwItemAtkOrder3,dwItemAtkOrder4,dwItemMotion1,dwItemMotion2,dwItemMotion3,dwItemMotion4,bContinuousPain,dwShellQuantity,dwRecoil,dwCaliber,dwBarrageRate,dwLoadingTime,nAdjHitRate,nAdjSpellRate,dwAttackSpeed,dwDmgShift,dwAttackRange,dwAdjRoll,dwDestParam1,dwDestParam2,nAdjParamVal1,nAdjParamVal2,dwChgParamVal1,dwChgParamVal2,dwReqJob,dwReqStr,dwReqSta,dwReqDex,dwReqInt,dwReqMp,dwRepFp,dwReqJobLV,dwReqDisLV,dwSkillReadyType,dwSkillReady,dwSkillRange,dwSfxElemental,dwSfxObj,dwSfxObj2,dwSfxObj3,"dwUseMotion(01,02,03 번호 붙여 다음 동작연결)",dwCircleTime,dwSkillTime,dwExeChance,dwExeTarget,dwUseChance,dwSpellRegion,dwSpellType,dwReferStat1,dwReferStat2,dwReferTarget1,dwReferTarget2,dwReferValue1,dwReferValue2,dwSkillType,dwItemResistMagic,fItemResistElecricity,fItemResistFire,fItemResistWind,fItemResistWater,fItemResistEarth,bAmplification,bFusion,nEvildoing,bGrow,bCraft,dwExpertLV,ExpertMax,dwSubDefine,dwExp,LVRatio,dwComboStyle,dwComboSkillTime,dwCardType,fFlightSpeed,fFlightLRAngle,fFlightTBAngle,dwFlightLimit,dwFFuelReMax,dwFFuelSp,dwAFuelReMax,dwFuelRe,dwLimitJob1,dwLimitLevel1,dwLimitJob2,dwLimitLevel2,dwReflect,dwSndAttack1,dwSndAttack2,dwSndAttack3,dwSndAttack4,dwSndDefense,dwSndHit,dwSndDamage,dwSndClang,szIcon,szComment,"""""","""""","""""",""""""
II_WEA_STA_SEER,"""시어스태프""","""Seer Staff""","""シア??スタッフ""","""""","""""",1,1,IK1_WEAPON,IK2_WEAPON_MAGIC,IK3_STAFF,JOB_MAGICIAN,TRUE,=,=,10,16100,=,2800000,=,=,1,100,0,HD_TWO,=,PARTS_RWEAPON,=,0,PARTS_LWEAPON,=,27,=,27,1,1,=,=,=,59,62,_NONE,0,6,6,=,=,WT_MELEE_STAFF,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,AR_SHORT,=,DST_ADJ_HITRATE,=,180,=,=,=,=,=,=,=,=,15,=,=,=,=,=,=,=,XI_HIT_STICK01,XI_HIT_STICK01,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,0,0,0,0,0,0,=,=,=,=,1,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,27,=,=,=,SND_PC_DMGMARB,SND_PC_DMGMARC,=,=,=,=,=,=,"""itm_WeaStaSeer.dds""","""""","""""","""""","""""",""""""
II_WEA_STA_HERALD,"""해럴드스태프""","""Herald Staff""","""ヘラルド?スタッフ""","""""","""""",1,1,IK1_WEAPON,IK2_WEAPON_MAGIC,IK3_STAFF,JOB_MAGICIAN,TRUE,=,=,10,20100,=,2800000,=,=,1,100,0,HD_TWO,=,PARTS_RWEAPON,=,0,PARTS_LWEAPON,=,29,=,29,=,1,=,=,=,61,64,_NONE,0,6,6,=,=,WT_MELEE_STAFF,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,AR_SHORT,=,DST_ADJ_HITRATE,=,180,=,=,=,=,=,=,=,=,15,=,=,=,=,=,=,=,XI_HIT_STICK01,XI_HIT_STICK01,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,0,0,0,0,0,0,=,=,=,=,1,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,27,=,=,=,SND_PC_DMGMARB,SND_PC_DMGMARC,=,=,=,=,=,=,"""itm_WeaStaSeer.dds""","""""","""""","""""","""""",""""""
II_WEA_STA_EGO,"""에고스태프""","""Ego Staff""","""エゴ?スタッフ""","""""","""""",1,1,IK1_WEAPON,IK2_WEAPON_MAGIC,IK3_STAFF,JOB_MAGICIAN,TRUE,=,=,10,23400,=,2800000,=,=,1,100,0,HD_TWO,=,PARTS_RWEAPON,=,0,PARTS_LWEAPON,=,31,=,31,1,1,=,=,=,63,66,_NONE,0,6,6,=,=,WT_MELEE_STAFF,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,AR_SHORT,=,DST_ADJ_HITRATE,=,180,=,=,=,=,=,=,=,=,15,=,=,=,=,=,=,=,XI_HIT_STICK01,XI_HIT_STICK01,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,0,0,0,0,0,0,=,=,=,=,1,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,27,=,=,=,SND_PC_DMGMARB,SND_PC_DMGMARC,=,=,=,=,=,=,"""itm_WeaStaEgo.dds""","""""","""""","""""","""""",""""""
II_WEA_STA_ADDSELF,"""애드셀프스태프""","""Addself Staff""","""アドセルフ?スタッフ""","""""","""""",1,1,IK1_WEAPON,IK2_WEAPON_MAGIC,IK3_STAFF,JOB_MAGICIAN,TRUE,=,=,10,26400,=,2800000,=,=,1,100,0,HD_TWO,=,PARTS_RWEAPON,=,0,PARTS_LWEAPON,=,33,=,33,=,1,=,=,=,75,78,_NONE,0,6,6,=,=,WT_MELEE_STAFF,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,AR_SHORT,=,DST_ADJ_HITRATE,=,180,=,=,=,=,=,=,=,=,15,=,=,=,=,=,=,=,XI_HIT_STICK01,XI_HIT_STICK01,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,0,0,0,0,0,0,=,=,=,=,1,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,27,=,=,=,SND_PC_DMGMARB,SND_PC_DMGMARC,=,=,=,=,=,=,"""itm_WeaStaEgo.dds""","""""","""""","""""","""""",""""""
II_WEA_STA_SORAIN,"""소레인스태프""","""Sorain Staff""","""ソレイン?スタッフ""","""""","""""",1,1,IK1_WEAPON,IK2_WEAPON_MAGIC,IK3_STAFF,JOB_MAGICIAN,TRUE,=,=,10,32700,=,2800000,=,=,1,100,0,HD_TWO,=,PARTS_RWEAPON,=,0,PARTS_LWEAPON,=,35,=,35,1,1,=,=,=,77,80,_NONE,0,6,6,=,=,WT_MELEE_STAFF,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,AR_SHORT,=,DST_ADJ_HITRATE,=,180,=,=,=,=,=,=,=,=,15,=,=,=,=,=,=,=,XI_HIT_STICK01,XI_HIT_STICK01,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,0,0,0,0,0,0,=,=,=,=,1,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,34,=,=,=,SND_PC_DMGMARB,SND_PC_DMGMARC,=,=,=,=,=,=,"""itm_WeaStaSorain.dds""","""""","""""","""""","""""",""""""
II_WEA_STA_SIGN,"""싸인스태프""","""Sign Staff""","""サイン?スタッフ""","""""","""""",1,1,IK1_WEAPON,IK2_WEAPON_MAGIC,IK3_STAFF,JOB_MAGICIAN,TRUE,=,=,10,47600,=,2800000,=,=,1,100,0,HD_TWO,=,PARTS_RWEAPON,=,0,PARTS_LWEAPON,=,37,=,37,=,1,=,=,=,85,88,_NONE,0,6,6,=,=,WT_MELEE_STAFF,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,AR_SHORT,=,DST_ADJ_HITRATE,=,180,=,=,=,=,=,=,=,=,15,=,=,=,=,=,=,=,XI_HIT_STICK01,XI_HIT_STICK01,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,0,0,0,0,0,0,=,=,=,=,1,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,34,=,=,=,SND_PC_DMGMARB,SND_PC_DMGMARC,=,=,=,=,=,=,"""itm_WeaStaSorain.dds""","""""","""""","""""","""""",""""""
II_WEA_STA_SPECTOR,"""스펙터스태프""","""Spector Staff""","""スペクタ??スタッフ""","""""","""""",1,1,IK1_WEAPON,IK2_WEAPON_MAGIC,IK3_STAFF,JOB_MAGICIAN,TRUE,=,=,10,63000,=,2800000,=,=,1,100,0,HD_TWO,=,PARTS_RWEAPON,=,0,PARTS_LWEAPON,=,40,=,40,1,1,=,=,=,113,116,_NONE,0,6,6,=,=,WT_MELEE_STAFF,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,AR_SHORT,=,DST_ADJ_HITRATE,=,180,=,=,=,=,=,=,=,=,18,=,=,=,=,=,=,=,XI_HIT_STICK01,XI_HIT_STICK01,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,0,0,0,0,0,0,=,=,=,=,1,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,40,=,=,=,SND_PC_DMGMARM,SND_PC_DMGMARC,=,=,=,=,=,=,"""itm_WeaStaSpecto.dds""","""""","""""","""""","""""",""""""
II_WEA_STA_IGNIS,"""이그니스스태프""","""Ignis Staff""","""イグニス?スタッフ""","""""","""""",1,1,IK1_WEAPON,IK2_WEAPON_MAGIC,IK3_STAFF,JOB_MAGICIAN,TRUE,=,=,10,71000,=,2800000,=,=,1,100,0,HD_TWO,=,PARTS_RWEAPON,=,0,PARTS_LWEAPON,=,42,=,42,=,1,=,=,=,115,118,_NONE,0,6,6,=,=,WT_MELEE_STAFF,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,AR_SHORT,=,DST_ADJ_HITRATE,=,180,=,=,=,=,=,=,=,=,18,=,=,=,=,=,=,=,XI_HIT_STICK01,XI_HIT_STICK01,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,0,0,0,0,0,0,=,=,=,=,1,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,40,=,=,=,SND_PC_DMGMARM,SND_PC_DMGMARC,=,=,=,=,=,=,"""itm_WeaStaSpecto.dds""","""""","""""","""""","""""",""""""
II_WEA_STA_JESSY,"""제시스태프""","""Jessy Staff""","""ジェシ??スタッフ""","""""","""""",1,1,IK1_WEAPON,IK2_WEAPON_MAGIC,IK3_STAFF,JOB_MAGICIAN,TRUE,=,=,10,83000,=,2800000,=,=,1,100,0,HD_TWO,=,PARTS_RWEAPON,=,0,PARTS_LWEAPON,=,44,=,44,1,1,=,=,=,125,128,_NONE,0,6,6,=,=,WT_MELEE_STAFF,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,AR_SHORT,=,DST_ADJ_HITRATE,=,180,=,=,=,=,=,=,=,=,18,=,=,=,=,=,=,=,XI_HIT_STICK01,XI_HIT_STICK01,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,0,0,0,0,0,0,=,=,=,=,1,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,40,=,=,=,SND_PC_DMGMARM,SND_PC_DMGMARC,=,=,=,=,=,=,"""itm_WeaStaJessy.dds""","""""","""""","""""","""""",""""""
II_WEA_STA_TEBA,"""테바스태프""","""Teba Staff""","""ティ?バ?スタッフ""","""""","""""",1,1,IK1_WEAPON,IK2_WEAPON_MAGIC,IK3_STAFF,JOB_MAGICIAN,TRUE,=,=,10,100000,=,2800000,=,=,1,100,0,HD_TWO,=,PARTS_RWEAPON,=,0,PARTS_LWEAPON,=,46,=,46,=,1,=,=,=,127,130,_NONE,0,6,6,=,=,WT_MELEE_STAFF,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,AR_SHORT,=,DST_ADJ_HITRATE,=,180,=,=,=,=,=,=,=,=,18,=,=,=,=,=,=,=,XI_HIT_STICK01,XI_HIT_STICK01,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,0,0,0,0,0,0,=,=,=,=,1,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,40,=,=,=,SND_PC_DMGMARM,SND_PC_DMGMARC,=,=,=,=,=,=,"""itm_WeaStaJessy.dds""","""""","""""","""""","""""",""""""
II_WEA_STA_COSMO,"""코스모스태프""","""Cosmo Staff""","""コズモ?スタッフ""","""""","""""",1,1,IK1_WEAPON,IK2_WEAPON_MAGIC,IK3_STAFF,JOB_MAGICIAN,TRUE,=,=,10,144000,=,2800000,=,=,1,100,0,HD_TWO,=,PARTS_RWEAPON,=,0,PARTS_LWEAPON,=,48,=,48,1,1,=,=,=,129,132,_NONE,0,6,6,=,=,WT_MELEE_STAFF,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,AR_SHORT,=,DST_ADJ_HITRATE,=,180,=,=,=,=,=,=,=,=,18,=,=,=,=,=,=,=,XI_HIT_STICK01,XI_HIT_STICK01,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,0,0,0,0,0,0,=,=,=,=,1,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,47,=,=,=,SND_PC_DMGMARM,SND_PC_DMGMARC,=,=,=,=,=,=,"""itm_WeaStaCosmo.dds""","""""","""""","""""","""""",""""""
II_WEA_STA_SLINE,"""슬라인스태프""","""Sline Staff""","""スレイン?スタッフ""","""""","""""",1,1,IK1_WEAPON,IK2_WEAPON_MAGIC,IK3_STAFF,JOB_MAGICIAN,TRUE,=,=,10,170000,=,2800000,=,=,1,100,0,HD_TWO,=,PARTS_RWEAPON,=,0,PARTS_LWEAPON,=,50,=,50,=,1,=,=,=,141,144,_NONE,0,6,6,=,=,WT_MELEE_STAFF,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,AR_SHORT,=,DST_ADJ_HITRATE,=,180,=,=,=,=,=,=,=,=,18,=,=,=,=,=,=,=,XI_HIT_STICK01,XI_HIT_STICK01,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,0,0,0,0,0,0,=,=,=,=,1,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,47,=,=,=,SND_PC_DMGMARM,SND_PC_DMGMARC,=,=,=,=,=,=,"""itm_WeaStaCosmo.dds""","""""","""""","""""","""""",""""""
II_WEA_STA_WATERPOOL,"""워터풀스태프""","""Waterpool Staff""","""ウォ?タプ?ル?スタッフ""","""""","""""",1,1,IK1_WEAPON,IK2_WEAPON_MAGIC,IK3_STAFF,JOB_MAGICIAN,TRUE,=,=,10,189000,=,2800000,=,=,1,100,0,HD_TWO,=,PARTS_RWEAPON,=,0,PARTS_LWEAPON,=,52,=,52,1,1,=,=,=,143,146,_NONE,0,6,6,=,=,WT_MELEE_STAFF,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,AR_SHORT,=,DST_ADJ_HITRATE,=,180,=,=,=,=,=,=,=,=,18,=,=,=,=,=,=,=,XI_HIT_STICK01,XI_HIT_STICK01,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,0,0,0,0,0,0,=,=,=,=,1,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,47,=,=,=,SND_PC_DMGMARM,SND_PC_DMGMARC,=,=,=,=,=,=,"""itm_WeaStaWaterp.dds""","""""","""""","""""","""""",""""""
II_WEA_STA_STARWHEEL,"""스타휠스태프""","""Starwheel Staff""","""スタ?フィ?スタッフ""","""""","""""",1,1,IK1_WEAPON,IK2_WEAPON_MAGIC,IK3_STAFF,JOB_MAGICIAN,TRUE,=,=,10,215000,=,2800000,=,=,1,100,0,HD_TWO,=,PARTS_RWEAPON,=,0,PARTS_LWEAPON,=,54,=,54,=,1,=,=,=,145,148,_NONE,0,6,6,=,=,WT_MELEE_STAFF,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,AR_SHORT,=,DST_ADJ_HITRATE,=,180,=,=,=,=,=,=,=,=,18,=,=,=,=,=,=,=,XI_HIT_STICK01,XI_HIT_STICK01,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,0,0,0,0,0,0,=,=,=,=,1,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,47,=,=,=,SND_PC_DMGMARM,SND_PC_DMGMARC,=,=,=,=,=,=,"""itm_WeaStaWaterp.dds""","""""","""""","""""","""""",""""""
II_WEA_STA_OLIN,"""오린스태프""","""Olin Staff""","""オライン?スタッフ""","""""","""""",1,1,IK1_WEAPON,IK2_WEAPON_MAGIC,IK3_STAFF,JOB_MAGICIAN,TRUE,=,=,10,258000,=,2800000,=,=,1,100,0,HD_TWO,=,PARTS_RWEAPON,=,0,PARTS_LWEAPON,=,56,=,56,1,1,=,=,=,157,160,_NONE,0,6,6,=,=,WT_MELEE_STAFF,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,AR_SHORT,=,DST_ADJ_HITRATE,=,180,=,=,=,=,=,=,=,=,18,=,=,=,=,=,=,=,XI_HIT_STICK01,XI_HIT_STICK01,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,0,0,0,0,0,0,=,=,=,=,1,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,55,=,=,=,SND_PC_DMGMARM,SND_PC_DMGMARC,=,=,=,=,=,=,"""itm_WeaStaOlin.dds""","""""","""""","""""","""""",""""""
II_WEA_STA_KARZAM,"""카잠스태프""","""Karzam Staff""","""カ?ザム?スタッフ""","""""","""""",1,1,IK1_WEAPON,IK2_WEAPON_MAGIC,IK3_STAFF,JOB_MAGICIAN,TRUE,=,=,10,363000,=,2800000,=,=,1,100,0,HD_TWO,=,PARTS_RWEAPON,=,0,PARTS_LWEAPON,=,58,=,58,=,1,=,=,=,159,162,_NONE,0,6,6,=,=,WT_MELEE_STAFF,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,AR_SHORT,=,DST_ADJ_HITRATE,=,180,=,=,=,=,=,=,=,=,18,=,=,=,=,=,=,=,XI_HIT_STICK01,XI_HIT_STICK01,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,0,0,0,0,0,0,=,=,=,=,1,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,55,=,=,=,SND_PC_DMGMARM,SND_PC_DMGMARC,=,=,=,=,=,=,"""itm_WeaStaOlin.dds""","""""","""""","""""","""""",""""""
II_WEA_STA_WIZ,"""위즈스태프""","""Wiz Staff""","""ウィズ?スタッフ""","""""","""""",1,1,IK1_WEAPON,IK2_WEAPON_MAGIC,IK3_STAFF,JOB_MAGICIAN,TRUE,=,=,10,422000,=,2800000,=,=,1,100,0,HD_TWO,=,PARTS_RWEAPON,=,0,PARTS_LWEAPON,=,60,=,60,1,1,=,=,=,161,164,_NONE,0,6,6,=,=,WT_MELEE_STAFF,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,AR_SHORT,=,DST_ADJ_HITRATE,=,180,=,=,=,=,=,=,=,=,18,=,=,=,=,=,=,=,XI_HIT_STICK01,XI_HIT_STICK01,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,0,0,0,0,0,0,=,=,=,=,1,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,55,=,=,=,SND_PC_DMGMARM,SND_PC_DMGMARC,=,=,=,=,=,=,"""itm_WeaStaWiz.dds""","""""","""""","""""","""""",""""""
II_WEA_STA_ASTROL,"""아스트롤스태프""","""Astrol Staff""","""アストラル?スタッフ""","""""","""""",1,1,IK1_WEAPON,IK2_WEAPON_MAGIC,IK3_STAFF,JOB_MAGICIAN,TRUE,=,=,10,460000,=,2800000,=,=,1,100,0,HD_TWO,=,PARTS_RWEAPON,=,0,PARTS_LWEAPON,=,62,=,62,=,1,=,=,=,163,166,_NONE,0,6,6,=,=,WT_MELEE_STAFF,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,AR_SHORT,=,DST_ADJ_HITRATE,=,180,=,=,=,=,=,=,=,=,18,=,=,=,=,=,=,=,XI_HIT_STICK01,XI_HIT_STICK01,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,0,0,0,0,0,0,=,=,=,=,1,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,55,=,=,=,SND_PC_DMGMARM,SND_PC_DMGMARC,=,=,=,=,=,=,"""itm_WeaStaWiz.dds""","""""","""""","""""","""""",""""""
II_WEA_STA_BISHAPO              ,"""비샤포스태프""","""Bishapo Staff""","""""","""""","""""",1,1,IK1_WEAPON,IK2_WEAPON_MAGIC,IK3_STAFF,JOB_MAGICIAN,TRUE,=,=,10,590000,=,2800000,=,=,1,100,0,HD_TWO,=,PARTS_RWEAPON,=,0,PARTS_LWEAPON,=,65,=,65,1,1,=,=,=,193,196,_NONE,0,6,6,=,=,WT_MELEE_STAFF,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,AR_SHORT,=,DST_ADJ_HITRATE,=,180,=,=,=,=,=,=,=,=,18,=,=,=,=,=,=,=,XI_HIT_STICK01,XI_HIT_STICK01,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,0,0,0,0,0,0,=,=,=,=,1,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,64,=,=,=,SND_PC_DMGMARM,SND_PC_DMGMARC,=,=,=,=,=,=,"""itm_WeaStaBishap.dds""","""""","""""","""""","""""",""""""
II_WEA_STA_SHEIKANE             ,"""세이칸스태프""","""Sheikane Staff""","""""","""""","""""",1,1,IK1_WEAPON,IK2_WEAPON_MAGIC,IK3_STAFF,JOB_MAGICIAN,TRUE,=,=,10,820000,=,2800000,=,=,1,100,0,HD_TWO,=,PARTS_RWEAPON,=,0,PARTS_LWEAPON,=,67,=,67,=,1,=,=,=,195,198,_NONE,0,6,6,=,=,WT_MELEE_STAFF,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,AR_SHORT,=,DST_ADJ_HITRATE,=,180,=,=,=,=,=,=,=,=,18,=,=,=,=,=,=,=,XI_HIT_STICK01,XI_HIT_STICK01,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,0,0,0,0,0,0,=,=,=,=,1,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,64,=,=,=,SND_PC_DMGMARM,SND_PC_DMGMARC,=,=,=,=,=,=,"""itm_WeaStaBishap.dds""","""""","""""","""""","""""",""""""
II_WEA_STA_GUADFOLL             ,"""가드폴스태프""","""Guadfoll Staff""","""""","""""","""""",1,1,IK1_WEAPON,IK2_WEAPON_MAGIC,IK3_STAFF,JOB_MAGICIAN,TRUE,=,=,10,1060000,=,2800000,=,=,1,100,0,HD_TWO,=,PARTS_RWEAPON,=,0,PARTS_LWEAPON,=,70,=,70,1,1,=,=,=,199,202,_NONE,0,6,6,=,=,WT_MELEE_STAFF,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,AR_SHORT,=,DST_ADJ_HITRATE,=,180,=,=,=,=,=,=,=,=,18,=,=,=,=,=,=,=,XI_HIT_STICK01,XI_HIT_STICK01,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,0,0,0,0,0,0,=,=,=,=,1,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,70,=,=,=,SND_PC_DMGMARM,SND_PC_DMGMARC,=,=,=,=,=,=,"""itm_WeaStaGuadfo.dds""","""""","""""","""""","""""",""""""
II_WEA_STA_TWENKEEN             ,"""트엔킨스태프""","""Twenkeen Staff""","""""","""""","""""",1,1,IK1_WEAPON,IK2_WEAPON_MAGIC,IK3_STAFF,JOB_MAGICIAN,TRUE,=,=,10,1230000,=,2800000,=,=,1,100,0,HD_TWO,=,PARTS_RWEAPON,=,0,PARTS_LWEAPON,=,73,=,73,=,1,=,=,=,213,216,_NONE,0,6,6,=,=,WT_MELEE_STAFF,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,AR_SHORT,=,DST_ADJ_HITRATE,=,180,=,=,=,=,=,=,=,=,18,=,=,=,=,=,=,=,XI_HIT_STICK01,XI_HIT_STICK01,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,0,0,0,0,0,0,=,=,=,=,1,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,70,=,=,=,SND_PC_DMGMARM,SND_PC_DMGMARC,=,=,=,=,=,=,"""itm_WeaStaGuadfo.dds""","""""","""""","""""","""""",""""""
II_WEA_STA_FLOREL               ,"""플로럴스태프""","""Florel Staff""","""""","""""","""""",1,1,IK1_WEAPON,IK2_WEAPON_MAGIC,IK3_STAFF,JOB_MAGICIAN,TRUE,=,=,10,1630000,=,2800000,=,=,1,100,0,HD_TWO,=,PARTS_RWEAPON,=,0,PARTS_LWEAPON,=,76,=,76,1,1,=,=,=,215,218,_NONE,0,6,6,=,=,WT_MELEE_STAFF,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,AR_SHORT,=,DST_ADJ_HITRATE,=,180,=,=,=,=,=,=,=,=,18,=,=,=,=,=,=,=,XI_HIT_STICK01,XI_HIT_STICK01,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,0,0,0,0,0,0,=,=,=,=,1,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,75,=,=,=,SND_PC_DMGMARM,SND_PC_DMGMARC,=,=,=,=,=,=,"""itm_WeaStaFlorel.dds""","""""","""""","""""","""""",""""""
